,Married,Years_Together,First_Together,End_Year,Religious_Attendance,Interracial_Couple,Age_Diff,Age,Edu_Diff,Pol_Diff,P_Age,Education,P_Education,Gender,Household_Income,Ethnicity,P_Ethnicity,Politics,P_Politics,White ,Black or African American ,American Indian or Alaska Native ,Asian Indian ,Chinese ,Filipino ,Japanese ,Korean ,Vietnamese ,Other Asian ,Hawaiian ,Guamanian ,Samoan ,Other Pacific Islander ,Some other race ,R_cowork,R_friend,R_family,R_sig_other,R_neighbor,P_cowork,P_friend,P_family,P_sig_other,P_neighbor,btwn_I_cowork,btwn_I_friend,btwn_I_family,btwn_I_sig_other,btwn_I_neighbor,school,college,mil,church,vol_org,customer,bar_restaurant,party,internet_other,internet_dating,internet_soc_network,internet_game,internet_chat,internet_org,public,blind_date,vacation,single_serve_nonint,business_trip,work_neighbors,met_online,places_met
1596,"Yes, I am Married",25.0,1992.0,,2,no,1.0,43,0,2,42.0,0,0,Male,20,"White, Non-Hispanic",White,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1597,"Yes, I am Married",40.0,1977.0,,1,no,0.0,63,0,0,63.0,0,0,Female,10,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,mil
1598,"Yes, I am Married",56.0,1961.0,,4,no,1.0,75,2,0,74.0,2,0,Male,15,"White, Non-Hispanic",White,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1599,"Yes, I am Married",27.0,1990.0,,2,no,0.0,50,1,0,50.0,0,1,Female,15,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1600,"Yes, I am Married",20.0,1997.0,,5,yes,1.0,43,1,1,44.0,2,1,Female,17,"White, Non-Hispanic",Other (please specify),4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,R_soc_circle
1601,"Yes, I am Married",42.0,1975.0,,4,no,5.0,74,0,3,69.0,1,1,Female,19,"White, Non-Hispanic",White,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1602,"Yes, I am Married",24.0,1993.0,,3,no,4.0,47,0,0,43.0,0,0,Male,18,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1603,"Yes, I am Married",8.0,2009.0,,3,yes,20.0,43,1,2,63.0,2,1,Female,7,"2+ Races, Non-Hispanic",White,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1604,"Yes, I am Married",51.0,1966.0,,1,no,3.0,69,1,0,72.0,2,1,Female,10,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
1605,"Yes, I am Married",33.0,1984.0,,3,no,0.0,54,0,0,54.0,0,0,Male,19,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1606,"No, I am not Married",3.0,2014.0,,3,no,10.0,41,0,3,51.0,0,0,Female,12,"White, Non-Hispanic",White,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,vol_org
1607,"Yes, I am Married",38.0,1979.0,,2,no,2.0,53,0,5,55.0,0,0,Female,16,"White, Non-Hispanic",White,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1608,"No, I am not Married",0.0,2017.0,,5,no,3.0,20,1,2,23.0,3,2,Female,0,"Black, Non-Hispanic",Black or African American,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1609,"Yes, I am Married",28.0,1989.0,,1,no,1.0,47,0,0,48.0,0,0,Female,12,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1610,"Yes, I am Married",3.0,2014.0,,3,no,2.0,34,1,1,36.0,1,0,Female,18,"Other, Non-Hispanic",Asian or Pacific Islander,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,bar_restaurant
1611,"Yes, I am Married",48.0,1969.0,,0,no,3.0,69,0,1,72.0,0,0,Female,11,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,blind_date
1612,"No, I am not Married",13.0,2004.0,,4,no,1.0,24,0,1,25.0,2,2,Female,5,Hispanic,Other (please specify),4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
1613,"Yes, I am Married",7.0,2010.0,,4,no,2.0,33,0,2,31.0,3,3,Female,3,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1614,"Yes, I am Married",28.0,1989.0,,0,no,1.0,56,0,3,55.0,1,1,Female,5,Hispanic,Other (please specify),3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1615,"No, I am not Married",44.0,1973.0,,3,no,1.0,65,0,0,66.0,0,0,Female,14,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1616,"Yes, I am Married",49.0,1968.0,,1,no,6.0,63,2,2,69.0,1,3,Male,15,"Other, Non-Hispanic",Asian or Pacific Islander,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1617,"No, I am not Married",8.0,2009.0,,4,no,1.0,41,2,2,42.0,1,3,Female,6,"White, Non-Hispanic",White,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1618,"Yes, I am Married",31.0,1986.0,,1,no,2.0,58,0,5,60.0,0,0,Female,15,"White, Non-Hispanic",White,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1619,"Yes, I am Married",27.0,1990.0,,4,no,3.0,71,2,0,68.0,3,1,Female,9,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
1620,"Yes, I am Married",7.0,2010.0,,1,no,4.0,47,0,0,51.0,0,0,Male,17,Hispanic,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
1621,"No, I am not Married",10.0,2007.0,,3,no,5.0,52,2,2,47.0,0,2,Female,14,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1622,"No, I am not Married",1.0,2016.0,,3,no,3.0,24,2,1,27.0,0,2,Female,16,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1623,"Yes, I am Married",40.0,1977.0,,0,no,2.0,54,1,1,52.0,3,2,Male,7,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
1624,"No, I am not Married",28.0,1983.0,2011.0,1,no,5.0,71,2,0,76.0,1,3,Female,15,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,P_soc_circle
1625,"No, I am not Married",2.0,2015.0,,5,no,4.0,26,2,2,22.0,1,3,Female,12,Hispanic,White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1626,"Yes, I am Married",25.0,1992.0,,1,no,1.0,40,1,0,41.0,3,2,Female,10,"White, Non-Hispanic",White,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1627,"Yes, I am Married",47.0,1970.0,,4,no,2.0,62,1,2,64.0,2,1,Female,18,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1628,"Yes, I am Married",7.0,2010.0,,0,no,1.0,28,1,0,27.0,0,1,Female,12,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1629,"Yes, I am Married",50.0,1967.0,,2,no,5.0,74,1,0,69.0,2,1,Male,7,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1630,"Yes, I am Married",6.0,2011.0,,5,yes,0.0,30,1,1,30.0,0,1,Female,11,"Black, Non-Hispanic",White,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,work_neighbors
1631,"No, I am not Married",8.0,1991.0,1999.0,3,no,2.0,56,0,1,54.0,2,2,Male,7,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1632,"Yes, I am Married",36.0,1981.0,,0,no,1.0,55,1,0,54.0,0,1,Male,8,"White, Non-Hispanic",White,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1633,"Yes, I am Married",22.0,1995.0,,3,no,0.0,35,2,4,35.0,2,0,Male,11,"White, Non-Hispanic",White,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1634,"Yes, I am Married",26.0,1991.0,,3,no,5.0,46,0,1,51.0,2,2,Male,3,"Black, Non-Hispanic",Black or African American,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1635,"Yes, I am Married",14.0,2003.0,,0,no,0.0,39,1,2,39.0,2,3,Female,12,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1636,"Yes, I am Married",34.0,1983.0,,4,no,9.0,56,0,2,65.0,2,2,Female,13,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1637,"Yes, I am Married",31.0,1986.0,,5,no,14.0,50,1,2,64.0,0,1,Male,3,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1638,"Yes, I am Married",17.0,2000.0,,5,yes,6.0,29,0,2,35.0,3,3,Female,7,"White, Non-Hispanic",Other (please specify),5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,public
1639,"Yes, I am Married",12.0,2005.0,,5,no,8.0,65,1,0,73.0,2,3,Female,6,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1640,"Yes, I am Married",27.0,1990.0,,4,no,6.0,54,1,1,48.0,1,0,Female,17,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
1641,"No, I am not Married",1.0,2016.0,,3,no,6.0,66,1,2,60.0,2,1,Female,4,"Black, Non-Hispanic",Black or African American,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
1642,"Yes, I am Married",25.0,1992.0,,3,no,2.0,50,2,2,48.0,0,2,Female,15,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1643,"Yes, I am Married",13.0,2004.0,,5,no,2.0,36,0,2,38.0,2,2,Male,8,Hispanic,White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
1644,"Yes, I am Married",4.0,2013.0,,5,yes,2.0,48,1,4,46.0,2,1,Female,12,"2+ Races, Non-Hispanic",White,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1645,"No, I am not Married",0.0,2017.0,,1,yes,1.0,19,0,1,18.0,2,2,Female,15,"Other, Non-Hispanic",Other (please specify),4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1646,"No, I am not Married",0.0,2017.0,,4,no,10.0,32,2,2,22.0,3,1,Female,0,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,P_soc_circle
1647,"Yes, I am Married",38.0,1979.0,,3,yes,8.0,57,0,1,65.0,1,1,Female,11,"White, Non-Hispanic",Other (please specify),5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1648,"Yes, I am Married",16.0,2001.0,,1,no,11.0,47,1,0,36.0,3,2,Female,10,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1649,"Yes, I am Married",12.0,2005.0,,4,yes,1.0,27,0,0,26.0,3,3,Female,1,"2+ Races, Non-Hispanic","American Indian, Aleut, or Eskimo",3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1650,"Yes, I am Married",29.0,1988.0,,5,no,10.0,68,1,1,78.0,2,1,Female,11,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1651,"Yes, I am Married",18.0,1999.0,,4,no,4.0,37,0,2,41.0,0,0,Female,17,"White, Non-Hispanic",White,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1652,"Yes, I am Married",45.0,1972.0,,3,no,3.0,87,0,2,90.0,0,0,Male,18,"White, Non-Hispanic",White,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,church
1653,"No, I am not Married",7.0,2010.0,,4,no,3.0,31,2,1,28.0,1,3,Female,10,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1654,"Yes, I am Married",14.0,2003.0,,5,no,4.0,56,2,0,60.0,2,0,Female,15,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,single_serve_nonint
1655,"Yes, I am Married",46.0,1971.0,,5,no,2.0,67,1,0,69.0,3,2,Female,8,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
1656,"Yes, I am Married",15.0,2002.0,,3,no,4.0,50,1,1,54.0,1,0,Male,16,"White, Non-Hispanic",White,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1657,"No, I am not Married",2.0,2015.0,,1,no,1.0,21,1,0,20.0,2,1,Male,6,Hispanic,Other (please specify),6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1658,"Yes, I am Married",10.0,2007.0,,5,no,9.0,33,0,2,42.0,1,1,Female,11,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,internet_game
1659,"Yes, I am Married",30.0,1987.0,,4,no,4.0,45,1,2,49.0,3,2,Female,20,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1660,"Yes, I am Married",26.0,1991.0,,2,no,1.0,44,1,2,45.0,2,3,Female,15,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1661,"Yes, I am Married",49.0,1968.0,,3,no,1.0,69,0,0,70.0,1,1,Male,12,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,R_soc_circle
1662,"No, I am not Married",4.0,2013.0,,5,yes,1.0,25,1,2,24.0,0,1,Female,8,"Other, Non-Hispanic",White,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
1663,"Yes, I am Married",22.0,1995.0,,4,no,1.0,40,2,1,41.0,2,0,Female,16,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
1664,"Yes, I am Married",22.0,1995.0,,1,no,4.0,46,0,2,50.0,0,0,Female,19,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
1665,"Yes, I am Married",28.0,1989.0,,1,yes,12.0,57,0,0,45.0,0,0,Male,13,"Black, Non-Hispanic",Other (please specify),3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1666,"Yes, I am Married",7.0,2010.0,,4,no,5.0,37,0,2,32.0,0,0,Male,10,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,bar_restaurant
1667,"Yes, I am Married",30.0,1987.0,,1,no,2.0,50,1,1,52.0,2,1,Female,14,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
1668,"Yes, I am Married",7.0,2010.0,,2,no,9.0,32,1,1,41.0,2,1,Female,11,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1669,"Yes, I am Married",58.0,1959.0,,1,no,1.0,74,0,0,75.0,2,2,Female,19,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
1670,"Yes, I am Married",20.0,1997.0,,1,no,1.0,36,0,4,37.0,0,0,Male,16,"White, Non-Hispanic",White,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
1671,"No, I am not Married",6.0,2011.0,,4,no,1.0,27,0,2,26.0,1,1,Female,11,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
